"Mouse Symbol","Mouse ID","Mouse Chr","Homologene ID","Human Symbol","Human ID","Rat Symbol","Rat ID","Drosophila Symbol","Drosophila ID","Zebrafish Symbol","Zebrafish ID","Yeast Symbol","Yeast ID",COSMIC,CGC,Study,"PubMed ID","Predicted Effect","CIS Address","Relative Rank","Cancer Type",Studies
Dyrk1a,13548,16,55576,DYRK1A,1859,Dyrk1a,25255,,,dyrk1aa,100005019,,,Yes,No,"Bard-Chapeau 2014-01",24316982,"Not Determined",16:94570205-94695519,C,"Liver Cancer",19
Dyrk1a,13548,16,55576,DYRK1A,1859,Dyrk1a,25255,,,dyrk1aa,100005019,,,Yes,No,"Berquam Vrieze 2011-02",21828136,"Not Determined",16:94572541-94643651,D,"Blood Cancer",19
Dyrk1a,13548,16,55576,DYRK1A,1859,Dyrk1a,25255,,,dyrk1aa,100005019,,,Yes,No,"Genovesi 2013-01",24167280,"Not Determined",16:94570205-94695519,C,"Nervous System Cancer",19
Dyrk1a,13548,16,55576,DYRK1A,1859,Dyrk1a,25255,,,dyrk1aa,100005019,,,Yes,No,"Koudijis 2011-01",21852388,"Not Determined",16:94560394-94647394,C,"Blood Cancer",19
Dyrk1a,13548,16,55576,DYRK1A,1859,Dyrk1a,25255,,,dyrk1aa,100005019,,,Yes,No,"Mann 2012-01",22421440,Loss,16:94644336-94644336,B,"Pancreatic Cancer",19
Dyrk1a,13548,16,55576,DYRK1A,1859,Dyrk1a,25255,,,dyrk1aa,100005019,,,Yes,No,"March 2011-01",22057237,"Not Determined",16:94539425-94673075,C,"Colorectal Cancer",19
Dyrk1a,13548,16,55576,DYRK1A,1859,Dyrk1a,25255,,,dyrk1aa,100005019,,,Yes,No,"Perez Mancera 2012-01",22699621,"Not Determined",16:94587205-94587205,A,"Pancreatic Cancer",19
Dyrk1a,13548,16,55576,DYRK1A,1859,Dyrk1a,25255,,,dyrk1aa,100005019,,,Yes,No,"Perez Mancera 2012-02",22699621,"Not Determined",16:94623442-94623442,A,"Pancreatic Cancer",19
Dyrk1a,13548,16,55576,DYRK1A,1859,Dyrk1a,25255,,,dyrk1aa,100005019,,,Yes,No,"Perna 2015-01",25624498,"Not Determined",16:94595757-94595757,A,"Skin Cancer",19
Dyrk1a,13548,16,55576,DYRK1A,1859,Dyrk1a,25255,,,dyrk1aa,100005019,,,Yes,No,"Perna 2015-02",25624498,"Not Determined",16:94590738-94590738,D,"Skin Cancer",19
Dyrk1a,13548,16,55576,DYRK1A,1859,Dyrk1a,25255,,,dyrk1aa,100005019,,,Yes,No,"Rad 2015-01",25485836,"Not Determined",16:94596461-94641461,A,"Pancreatic Cancer",19
Dyrk1a,13548,16,55576,DYRK1A,1859,Dyrk1a,25255,,,dyrk1aa,100005019,,,Yes,No,"Rahrmann 2013-01",23685747,"Not Determined",16:94570010-94695067,C,"Nervous System Cancer",19
Dyrk1a,13548,16,55576,DYRK1A,1859,Dyrk1a,25255,,,dyrk1aa,100005019,,,Yes,No,"Rahrmann 2013-02",23685747,"Not Determined",16:94570010-94695067,C,"Nervous System Cancer",19
Dyrk1a,13548,16,55576,DYRK1A,1859,Dyrk1a,25255,,,dyrk1aa,100005019,,,Yes,No,"Rahrmann 2013-03",23685747,Loss,16:94570010-94695067,B,"Nervous System Cancer",19
Dyrk1a,13548,16,55576,DYRK1A,1859,Dyrk1a,25255,,,dyrk1aa,100005019,,,Yes,No,"Rahrmann 2013-04",23685747,Loss,16:94570010-94695067,B,"Nervous System Cancer",19
Dyrk1a,13548,16,55576,DYRK1A,1859,Dyrk1a,25255,,,dyrk1aa,100005019,,,Yes,No,"Takeda 2015-01",25559195,"Not Determined",16:94590434-94644129,B,"Colorectal Cancer",19
Dyrk1a,13548,16,55576,DYRK1A,1859,Dyrk1a,25255,,,dyrk1aa,100005019,,,Yes,No,"Takeda 2015-02",25559195,"Not Determined",16:94573541-94695351,A,"Colorectal Cancer",19
Dyrk1a,13548,16,55576,DYRK1A,1859,Dyrk1a,25255,,,dyrk1aa,100005019,,,Yes,No,"Takeda 2015-03",25559195,"Not Determined",16:94559801-94696254,A,"Colorectal Cancer",19
Dyrk1a,13548,16,55576,DYRK1A,1859,Dyrk1a,25255,,,dyrk1aa,100005019,,,Yes,No,"Vyazunova 2014-01",25423036,"Not Determined",16:94550399-94645991,B,"Nervous System Cancer",19
Zmiz1,328365,14,10667,ZMIZ1,57178,Zmiz1,361103,,,zmiz1a,561061,,,Yes,No,"Bard-Chapeau 2014-01",24316982,"Not Determined",14:25459291-25664709,A,"Liver Cancer",19
Zmiz1,328365,14,10667,ZMIZ1,57178,Zmiz1,361103,,,zmiz1a,561061,,,Yes,No,"Berquam Vrieze 2011-01",21828136,Gain,14:25453270-25645841,B,"Blood Cancer",19
Zmiz1,328365,14,10667,ZMIZ1,57178,Zmiz1,361103,,,zmiz1a,561061,,,Yes,No,"Berquam Vrieze 2011-03",21828136,"Not Determined",14:25422562-25513769,C,"Blood Cancer",19
Zmiz1,328365,14,10667,ZMIZ1,57178,Zmiz1,361103,,,zmiz1a,561061,,,Yes,No,"Collier 2009-01",19843846,"Not Determined",14:25436445-25581503,B,"Blood Cancer",19
Zmiz1,328365,14,10667,ZMIZ1,57178,Zmiz1,361103,,,zmiz1a,561061,,,Yes,No,"Dupuy 2005-01",16015321,Gain,14:25515778-25601597,C,"Blood Cancer",19
Zmiz1,328365,14,10667,ZMIZ1,57178,Zmiz1,361103,,,zmiz1a,561061,,,Yes,No,"Friedel 2013-01",23940809,"Not Determined",14:25459185-25666743,"Not Ranked",Mixed,19
Zmiz1,328365,14,10667,ZMIZ1,57178,Zmiz1,361103,,,zmiz1a,561061,,,Yes,No,"Koudijis 2011-01",21852388,"Not Determined",14:25493515-25562515,C,"Blood Cancer",19
Zmiz1,328365,14,10667,ZMIZ1,57178,Zmiz1,361103,,,zmiz1a,561061,,,Yes,No,"March 2011-01",22057237,"Not Determined",14:25448307-25542045,C,"Colorectal Cancer",19
Zmiz1,328365,14,10667,ZMIZ1,57178,Zmiz1,361103,,,zmiz1a,561061,,,Yes,No,"Perez Mancera 2012-01",22699621,"Not Determined",14:25505919-25589263,C,"Pancreatic Cancer",19
Zmiz1,328365,14,10667,ZMIZ1,57178,Zmiz1,361103,,,zmiz1a,561061,,,Yes,No,"Perez Mancera 2012-02",22699621,"Not Determined",14:25552248-25552248,A,"Pancreatic Cancer",19
Zmiz1,328365,14,10667,ZMIZ1,57178,Zmiz1,361103,,,zmiz1a,561061,,,Yes,No,"Quintana 2012-01",22832494,"Not Determined",14:25459185-25666743,D,"Skin Cancer",19
Zmiz1,328365,14,10667,ZMIZ1,57178,Zmiz1,361103,,,zmiz1a,561061,,,Yes,No,"Rahrmann 2013-02",23685747,"Not Determined",14:25459185-25666743,C,"Nervous System Cancer",19
Zmiz1,328365,14,10667,ZMIZ1,57178,Zmiz1,361103,,,zmiz1a,561061,,,Yes,No,"Takeda 2015-01",25559195,"Not Determined",14:25473034-25489798,B,"Colorectal Cancer",19
Zmiz1,328365,14,10667,ZMIZ1,57178,Zmiz1,361103,,,zmiz1a,561061,,,Yes,No,"Takeda 2015-03",25559195,"Not Determined",14:25482508-25490897,D,"Colorectal Cancer",19
Zmiz1,328365,14,10667,ZMIZ1,57178,Zmiz1,361103,,,zmiz1a,561061,,,Yes,No,"Tang 2013-01",23533276,"Not Determined",14:25459185-25666743,B,"Blood Cancer",19
Zmiz1,328365,14,10667,ZMIZ1,57178,Zmiz1,361103,,,zmiz1a,561061,,,Yes,No,"Tang 2013-02",23533276,"Not Determined",14:25459185-25666743,D,"Blood Cancer",19
Zmiz1,328365,14,10667,ZMIZ1,57178,Zmiz1,361103,,,zmiz1a,561061,,,Yes,No,"Van der Weyden 2013-01",22370638,"Not Determined",14:25522251-25562342,D,"Blood Cancer",19
Zmiz1,328365,14,10667,ZMIZ1,57178,Zmiz1,361103,,,zmiz1a,561061,,,Yes,No,"Van der Weyden 2013-02",22370638,"Not Determined",14:25473214-25580195,C,"Blood Cancer",19
Zmiz1,328365,14,10667,ZMIZ1,57178,Zmiz1,361103,,,zmiz1a,561061,,,Yes,No,"Wu 2012-01",22343890,"Not Determined",14:25459185-25666743,"Not Ranked","Nervous System Cancer",19
Kdm6a,22289,X,7586,KDM6A,7403,Kdm6a,100310845,Utx,34377,kdm6a,569277,,,Yes,Yes,"Bard-Chapeau 2014-01",24316982,"Not Determined",X:18162666-18279358,B,"Liver Cancer",18
Kdm6a,22289,X,7586,KDM6A,7403,Kdm6a,100310845,Utx,34377,kdm6a,569277,,,Yes,Yes,"Been 2014-01",24827933,Loss,X:18208700-18258700,C,"Blood Cancer",18
Kdm6a,22289,X,7586,KDM6A,7403,Kdm6a,100310845,Utx,34377,kdm6a,569277,,,Yes,Yes,"Genovesi 2013-01",24167280,"Not Determined",X:18162666-18279358,D,"Nervous System Cancer",18
Kdm6a,22289,X,7586,KDM6A,7403,Kdm6a,100310845,Utx,34377,kdm6a,569277,,,Yes,Yes,"Koudijis 2011-01",21852388,"Not Determined",X:18215875-18284875,C,"Blood Cancer",18
Kdm6a,22289,X,7586,KDM6A,7403,Kdm6a,100310845,Utx,34377,kdm6a,569277,,,Yes,Yes,"Mann 2012-01",22421440,Loss,X:18206665-18206665,A,"Pancreatic Cancer",18
Kdm6a,22289,X,7586,KDM6A,7403,Kdm6a,100310845,Utx,34377,kdm6a,569277,,,Yes,Yes,"March 2011-01",22057237,"Not Determined",X:18166269-18274449,C,"Colorectal Cancer",18
Kdm6a,22289,X,7586,KDM6A,7403,Kdm6a,100310845,Utx,34377,kdm6a,569277,,,Yes,Yes,"Perez Mancera 2012-01",22699621,"Not Determined",X:18179400-18248579,C,"Pancreatic Cancer",18
Kdm6a,22289,X,7586,KDM6A,7403,Kdm6a,100310845,Utx,34377,kdm6a,569277,,,Yes,Yes,"Perez Mancera 2012-02",22699621,"Not Determined",X:18241945-18241945,B,"Pancreatic Cancer",18
Kdm6a,22289,X,7586,KDM6A,7403,Kdm6a,100310845,Utx,34377,kdm6a,569277,,,Yes,Yes,"Quintana 2012-01",22832494,"Not Determined",X:18162575-18279936,D,"Skin Cancer",18
Kdm6a,22289,X,7586,KDM6A,7403,Kdm6a,100310845,Utx,34377,kdm6a,569277,,,Yes,Yes,"Rahrmann 2013-01",23685747,"Not Determined",X:18162575-18279936,B,"Nervous System Cancer",18
Kdm6a,22289,X,7586,KDM6A,7403,Kdm6a,100310845,Utx,34377,kdm6a,569277,,,Yes,Yes,"Rahrmann 2013-02",23685747,"Not Determined",X:18162575-18279936,B,"Nervous System Cancer",18
Kdm6a,22289,X,7586,KDM6A,7403,Kdm6a,100310845,Utx,34377,kdm6a,569277,,,Yes,Yes,"Rahrmann 2013-04",23685747,Loss,X:18162575-18279936,B,"Nervous System Cancer",18
Kdm6a,22289,X,7586,KDM6A,7403,Kdm6a,100310845,Utx,34377,kdm6a,569277,,,Yes,Yes,"Takeda 2015-02",25559195,"Not Determined",X:18232447-18267518,D,"Colorectal Cancer",18
Kdm6a,22289,X,7586,KDM6A,7403,Kdm6a,100310845,Utx,34377,kdm6a,569277,,,Yes,Yes,"Takeda 2015-03",25559195,"Not Determined",X:18161262-18247937,A,"Colorectal Cancer",18
Kdm6a,22289,X,7586,KDM6A,7403,Kdm6a,100310845,Utx,34377,kdm6a,569277,,,Yes,Yes,"Van der Weyden 2012-01",22553910,"Not Determined",X:18162575-18279936,"Not Ranked","Blood Cancer",18
Kdm6a,22289,X,7586,KDM6A,7403,Kdm6a,100310845,Utx,34377,kdm6a,569277,,,Yes,Yes,"Van der Weyden 2012-02",22553910,"Not Determined",X:18162575-18279936,"Not Ranked","Blood Cancer",18
Kdm6a,22289,X,7586,KDM6A,7403,Kdm6a,100310845,Utx,34377,kdm6a,569277,,,Yes,Yes,"Van der Weyden 2013-02",22370638,"Not Determined",X:18228205-18287585,B,"Blood Cancer",18
Kdm6a,22289,X,7586,KDM6A,7403,Kdm6a,100310845,Utx,34377,kdm6a,569277,,,Yes,Yes,"Wong 2014-01",24316979,"Not Determined",X:18235723-18235723,B,"Blood Cancer",18
Foxp1,108655,6,13092,FOXP1,27086,Foxp1,297480,,,foxp1b,569047,,,Yes,Yes,"Bard-Chapeau 2014-01",24316982,"Not Determined",6:98930089-99163018,D,"Liver Cancer",17
Foxp1,108655,6,13092,FOXP1,27086,Foxp1,297480,,,foxp1b,569047,,,Yes,Yes,"Berquam Vrieze 2011-01",21828136,Gain,6:99024536-99182319,C,"Blood Cancer",17
Foxp1,108655,6,13092,FOXP1,27086,Foxp1,297480,,,foxp1b,569047,,,Yes,Yes,"Berquam Vrieze 2011-02",21828136,Gain,6:98995488-99166037,B,"Blood Cancer",17
Foxp1,108655,6,13092,FOXP1,27086,Foxp1,297480,,,foxp1b,569047,,,Yes,Yes,"Berquam Vrieze 2011-03",21828136,"Not Determined",6:99151079-99281517,C,"Blood Cancer",17
Foxp1,108655,6,13092,FOXP1,27086,Foxp1,297480,,,foxp1b,569047,,,Yes,Yes,"Friedel 2013-01",23940809,"Not Determined",6:98925338-99522721,"Not Ranked",Mixed,17
Foxp1,108655,6,13092,FOXP1,27086,Foxp1,297480,,,foxp1b,569047,,,Yes,Yes,"Koudijis 2011-01",21852388,"Not Determined",6:99164007-99452007,C,"Blood Cancer",17
Foxp1,108655,6,13092,FOXP1,27086,Foxp1,297480,,,foxp1b,569047,,,Yes,Yes,"March 2011-01",22057237,"Not Determined",6:98951921-99078363,C,"Colorectal Cancer",17
Foxp1,108655,6,13092,FOXP1,27086,Foxp1,297480,,,foxp1b,569047,,,Yes,Yes,"Perez Mancera 2012-01",22699621,"Not Determined",6:98971652-99211077,A,"Pancreatic Cancer",17
Foxp1,108655,6,13092,FOXP1,27086,Foxp1,297480,,,foxp1b,569047,,,Yes,Yes,"Perez Mancera 2012-02",22699621,"Not Determined",6:98994176-99208844,C,"Pancreatic Cancer",17
Foxp1,108655,6,13092,FOXP1,27086,Foxp1,297480,,,foxp1b,569047,,,Yes,Yes,"Rad 2010-01",20947725,"Not Determined",6:99159910-99432220,A,"Blood Cancer",17
Foxp1,108655,6,13092,FOXP1,27086,Foxp1,297480,,,foxp1b,569047,,,Yes,Yes,"Rad 2015-01",25485836,"Not Determined",6:99085151-99279118,A,"Pancreatic Cancer",17
Foxp1,108655,6,13092,FOXP1,27086,Foxp1,297480,,,foxp1b,569047,,,Yes,Yes,"Takeda 2015-01",25559195,"Not Determined",6:99078903-99100899,C,"Colorectal Cancer",17
Foxp1,108655,6,13092,FOXP1,27086,Foxp1,297480,,,foxp1b,569047,,,Yes,Yes,"Takeda 2015-03",25559195,"Not Determined",6:99016878-99080533,D,"Colorectal Cancer",17
Foxp1,108655,6,13092,FOXP1,27086,Foxp1,297480,,,foxp1b,569047,,,Yes,Yes,"Van der Weyden 2011-01",21628403,"Not Determined",6:99186775-99186775,A,"Blood Cancer",17
Foxp1,108655,6,13092,FOXP1,27086,Foxp1,297480,,,foxp1b,569047,,,Yes,Yes,"Van der Weyden 2013-01",22370638,"Not Determined",,"Not Ranked","Blood Cancer",17
Foxp1,108655,6,13092,FOXP1,27086,Foxp1,297480,,,foxp1b,569047,,,Yes,Yes,"Van der Weyden 2013-02",22370638,"Not Determined",6:99231677-99261009,D,"Blood Cancer",17
Foxp1,108655,6,13092,FOXP1,27086,Foxp1,297480,,,foxp1b,569047,,,Yes,Yes,"Wong 2014-01",24316979,"Not Determined",6:99233803-99233803,D,"Blood Cancer",17
Gsk3b,56637,16,55629,GSK3B,2932,Gsk3b,84027,,,gsk3b,30654,,,No,No,"Bard-Chapeau 2014-01",24316982,"Not Determined",16:38089000-38246079,A,"Liver Cancer",16
